CableId, Panel Id, Description, Location, Room, Affl, Dest Rack Id, CableId, Qty, Keystone
A237, , SPARE, , , , , A237, -1, 21
A238, , SPARE, , , , , A238, -1, 22
A239, , SPARE, , , , , A239, -1, 23
A240, , SPARE, , , , , A240, -1, 24
A241, RH611, TECH PANEL, REHEARSAL, 203, 300, EN601, A241, 8, 1
A242, RH611, TECH PANEL, REHEARSAL, 203, 300, EN601, A242, 8, 2
A243, RH611, TECH PANEL, REHEARSAL, 203, 300, EN601, A243, 8, 3
A244, RH611, TECH PANEL, REHEARSAL, 203, 300, EN601, A244, 8, 4
A245, RH611, TECH PANEL, REHEARSAL, 203, 300, EN601, A245, 8, 5
A246, RH611, TECH PANEL, REHEARSAL, 203, 300, EN601, A246, 8, 6
A247, RH611, TECH PANEL, REHEARSAL, 203, 300, EN601, A247, 8, 7
A248, RH611, TECH PANEL, REHEARSAL, 203, 300, EN601, A248, 8, 8
A249, RH612, TECH PANEL, REHEARSAL, 203, 300, EN601, A249, 8, 9
A250, RH612, TECH PANEL, REHEARSAL, 203, 300, EN601, A250, 8, 10
A251, RH612, TECH PANEL, REHEARSAL, 203, 300, EN601, A251, 8, 11
A252, RH612, TECH PANEL, REHEARSAL, 203, 300, EN601, A252, 8, 12
A253, RH612, TECH PANEL, REHEARSAL, 203, 300, EN601, A253, 8, 13
A254, RH612, TECH PANEL, REHEARSAL, 203, 300, EN601, A254, 8, 14
A255, RH612, TECH PANEL, REHEARSAL, 203, 300, EN601, A255, 8, 15
A256, RH612, TECH PANEL, REHEARSAL, 203, 300, EN601, A256, 8, 16
A257, RH613, TECH PANEL/FLOOR BOX, REHEARSAL, 203, 0, EN601, A257, 8, 17
A258, RH613, TECH PANEL/FLOOR BOX, REHEARSAL, 203, 0, EN601, A258, 8, 18
A259, RH613, TECH PANEL/FLOOR BOX, REHEARSAL, 203, 0, EN601, A259, 8, 19
A260, RH613, TECH PANEL/FLOOR BOX, REHEARSAL, 203, 0, EN601, A260, 8, 20
A261, RH613, TECH PANEL/FLOOR BOX, REHEARSAL, 203, 0, EN601, A261, 8, 21
A262, RH613, TECH PANEL/FLOOR BOX, REHEARSAL, 203, 0, EN601, A262, 8, 22
A263, RH613, TECH PANEL/FLOOR BOX, REHEARSAL, 203, 0, EN601, A263, 8, 23
A264, RH613, TECH PANEL/FLOOR BOX, REHEARSAL, 203, 0, EN601, A264, 8, 24
A265, , SPARE, , , , , A265, -1, 1
A266, , SPARE, , , , , A266, -1, 2
A267, , SPARE, , , , , A267, -1, 3
A268, , SPARE, , , , , A268, -1, 4
A269, , SPARE, , , , , A269, -1, 5
A270, , SPARE, , , , , A270, -1, 6
A271, , SPARE, , , , , A271, -1, 7
A272, , SPARE, , , , , A272, -1, 8
A273, , SPARE, , , , , A273, -1, 9
A274, , SPARE, , , , , A274, -1, 10
A275, , SPARE, , , , , A275, -1, 11
A276, , SPARE, , , , , A276, -1, 12
A277, , SPARE, , , , , A277, -1, 13
A278, , SPARE, , , , , A278, -1, 14
A279, , SPARE, , , , , A279, -1, 15
A280, , SPARE, , , , , A280, -1, 16
A281, , SPARE, , , , , A281, -1, 17
A282, , SPARE, , , , , A282, -1, 18
A283, , SPARE, , , , , A283, -1, 19
A284, , SPARE, , , , , A284, -1, 20
A285, , SPARE, , , , , A285, -1, 21
A286, , SPARE, , , , , A286, -1, 22
A287, , SPARE, , , , , A287, -1, 23
A288, , SPARE, , , , , A288, -1, 24
A289, RH708, LIGHTING, REHEARSAL, 203, PIPE GRID, ER601, A289, 1, 1
A290, RH711, SPEAKER POINT, REHEARSAL, 203, PIPE GRID, ER601, A290, 1, 2
A291, RH712, SPEAKER POINT, REHEARSAL, 203, PIPE GRID, ER601, A291, 1, 3
A292, RH713, SPEAKER POINT, REHEARSAL, 203, PIPE GRID, ER601, A292, 1, 4
A293, RH714, SPEAKER POINT, REHEARSAL, 203, PIPE GRID, ER601, A293, 1, 5
A294, , SPARE, , , , , A294, -1, 6
A295, , SPARE, , , , , A295, -1, 7
A296, , SPARE, , , , , A296, -1, 8
A297, , SPARE, , , , , A297, -1, 9
A298, , SPARE, , , , , A298, -1, 10
A299, , SPARE, , , , , A299, -1, 11
A300, , SPARE, , , , , A300, -1, 12
A301, , SPARE, , , , , A301, -1, 13
A302, , SPARE, , , , , A302, -1, 14
A303, , SPARE, , , , , A303, -1, 15
A304, , SPARE, , , , , A304, -1, 16
A305, , SPARE, , , , , A305, -1, 17
A306, , SPARE, , , , , A306, -1, 18
A307, , SPARE, , , , , A307, -1, 19
A308, , SPARE, , , , , A308, -1, 20
A309, , SPARE, , , , , A309, -1, 21
A310, , SPARE, , , , , A310, -1, 22
A311, , SPARE, , , , , A311, -1, 23
A312, , SPARE, , , , , A312, -1, 24
A313, CR251, CONTROL FLOORBOX, AUDITORIUM, G16, 0, ER491, A313, 8, 1
A314, CR251, CONTROL FLOORBOX, AUDITORIUM, G16, 0, ER491, A314, 8, 2
A315, CR251, CONTROL FLOORBOX, AUDITORIUM, G16, 0, ER491, A315, 8, 3
A316, CR251, CONTROL FLOORBOX, AUDITORIUM, G16, 0, ER491, A316, 8, 4
A317, CR251, CONTROL FLOORBOX, AUDITORIUM, G16, 0, ER491, A317, 8, 5
A318, CR251, CONTROL FLOORBOX, AUDITORIUM, G16, 0, ER491, A318, 8, 6
A319, CR251, CONTROL FLOORBOX, AUDITORIUM, G16, 0, ER491, A319, 8, 7
A320, CR251, CONTROL FLOORBOX, AUDITORIUM, G16, 0, ER491, A320, 8, 8
A321, CR451, AUDITORIUM CONTROL, AUDITORIUM, G16, IN RISER, ER491, A321, 8, 9
A322, CR451, AUDITORIUM CONTROL, AUDITORIUM, G16, IN RISER, ER491, A322, 8, 10
A323, CR451, AUDITORIUM CONTROL, AUDITORIUM, G16, IN RISER, ER491, A323, 8, 11
A324, CR451, AUDITORIUM CONTROL, AUDITORIUM, G16, IN RISER, ER491, A324, 8, 12
A325, CR451, AUDITORIUM CONTROL, AUDITORIUM, G16, IN RISER, ER491, A325, 8, 13
A326, CR451, AUDITORIUM CONTROL, AUDITORIUM, G16, IN RISER, ER491, A326, 8, 14
A327, CR451, AUDITORIUM CONTROL, AUDITORIUM, G16, IN RISER, ER491, A327, 8, 15
A328, CR451, AUDITORIUM CONTROL, AUDITORIUM, G16, IN RISER, ER491, A328, 8, 16
A329, CR492, AUDIO CONTROL, CONTROL ROOM, , 500, ER491, A329, 8, 17
A330, CR492, AUDIO CONTROL, CONTROL ROOM, , 500, ER491, A330, 8, 18
A331, CR492, AUDIO CONTROL, CONTROL ROOM, , 500, ER491, A331, 8, 19
A332, CR492, AUDIO CONTROL, CONTROL ROOM, , 500, ER491, A332, 8, 20
A333, CR492, AUDIO CONTROL, CONTROL ROOM, , 500, ER491, A333, 8, 21
A334, CR492, AUDIO CONTROL, CONTROL ROOM, , 500, ER491, A334, 8, 22
A335, CR492, AUDIO CONTROL, CONTROL ROOM, , 500, ER491, A335, 8, 23
A336, CR492, AUDIO CONTROL, CONTROL ROOM, , 500, ER491, A336, 8, 24
A337, CR493, AV CONTROL, CONTROL ROOM, , 500, ER491, A337, 2, 1
A338, CR493, AV CONTROL, CONTROL ROOM, , 500, ER491, A338, 2, 2
A339, , SPARE, , , , , A339, -1, 3
A340, , SPARE, , , , , A340, -1, 4
A341, , SPARE, , , , , A341, -1, 5
A342, , SPARE, , , , , A342, -1, 6
A343, , SPARE, , , , , A343, -1, 7
A344, , SPARE, , , , , A344, -1, 8
A345, , SPARE, , , , , A345, -1, 9
A346, , SPARE, , , , , A346, -1, 10
A347, , SPARE, , , , , A347, -1, 11
A348, , SPARE, , , , , A348, -1, 12
A349, , SPARE, , , , , A349, -1, 13
A350, , SPARE, , , , , A350, -1, 14
A351, , SPARE, , , , , A351, -1, 15
A352, , SPARE, , , , , A352, -1, 16
A353, , SPARE, , , , , A353, -1, 17
A354, , SPARE, , , , , A354, -1, 18
A355, , SPARE, , , , , A355, -1, 19
A356, , SPARE, , , , , A356, -1, 20
A357, , SPARE, , , , , A357, -1, 21
A358, , SPARE, , , , , A358, -1, 22
A359, , SPARE, , , , , A359, -1, 23
A360, , SPARE, , , , , A360, -1, 24
A361, FY201, TECH PANEL/FLOOR BOX, FUNCTION/FOYER, G01, 0, ER211, A361, 2, 1
A362, FY201, TECH PANEL/FLOOR BOX, FUNCTION/FOYER, G01, 0, ER211, A362, 2, 2
A363, FY202, TECH PANEL, FUNCTION/FOYER, G01, 300, ER211, A363, 2, 3
A364, FY202, TECH PANEL, FUNCTION/FOYER, G01, 300, ER211, A364, 2, 4
A365, FY211, TECH PANEL/FLOOR BOX, FUNCTION/FOYER, G01, 0, ER211, A365, 4, 5
A366, FY211, TECH PANEL/FLOOR BOX, FUNCTION/FOYER, G01, 0, ER211, A366, 4, 6
A367, FY211, TECH PANEL/FLOOR BOX, FUNCTION/FOYER, G01, 0, ER211, A367, 4, 7
